date,OT,AC,GR,DEN,TNPH,AMH10,AMH20,AMH30,AMH60,AMH60,VS
3223,8881.365,2.091,69.381,-0.305,112.595,13.109,13.238,12.343,11.797,11.601,4818.812
3223.125,8806.383,2.118,67.554,-0.247,113.554,10.84,10.225,9.735,9.42,9.299,4785.979
3223.25,8733.792,2.137,67.458,-0.197,114.498,13.021,12.092,11.508,11.137,10.965,4796.122
3223.375,8725.105,2.157,67.116,-0.158,114.612,14.291,13.526,12.863,12.45,12.234,4821.503
3223.5,8710.239,2.16,61.189,-0.141,114.807,15.86,15.934,15.137,14.652,14.337,4865.607
3223.625,8710.239,2.16,61.189,-0.141,114.807,20.558,21.22,19.961,19.246,18.648,4865.607
3224.75,9369.13,2.25,77.116,-0.109,106.733,5.029,4.779,4.624,4.606,4.539,5529.619
3224.875,9198.963,2.281,86.797,-0.009,108.708,4.878,4.617,4.434,4.403,4.327,5435.843
3225,9198.963,2.281,86.797,-0.009,108.708,4.495,4.235,4.065,4.032,3.952,5435.843
3225.125,9093.356,2.296,90.444,0.047,109.97,3.987,3.734,3.599,3.57,3.49,5234.5
3225.25,9041.239,2.302,89.088,0.054,110.604,3.607,3.357,3.241,3.215,3.122,5091.667
3225.375,9072.771,2.281,87.283,0,110.22,4.012,3.79,3.637,3.601,3.474,5008.67
3225.5,9040.61,2.265,82.715,-0.017,110.612,4.008,3.958,3.785,3.74,3.595,4913.781
3225.625,9109.642,2.258,78.757,-0.014,109.774,3.991,3.99,3.811,3.762,3.608,4870.441
3225.75,9109.642,2.258,78.757,-0.014,109.774,3.989,3.851,3.684,3.642,3.476,4870.441
3225.875,9198.287,2.286,77.551,0.063,108.716,3.98,3.828,3.66,3.612,3.451,4847.124
3226,9232.221,2.308,76.83,0.105,108.316,3.933,3.839,3.662,3.593,3.456,4783.35
3226.125,9316.877,2.309,78.007,0.103,107.332,4.176,4.023,3.821,3.73,3.594,4598.97
3226.25,9384.103,2.295,79.969,0.05,106.563,4.449,4.405,4.151,4.01,3.885,4594.923
3226.375,9384.103,2.295,79.969,0.05,106.563,4.623,4.498,4.244,4.086,3.973,4594.923
3226.5,9280.183,2.287,81.621,0.011,107.757,4.65,4.495,4.257,4.093,3.991,4684.24
3226.625,9116.95,2.276,80.067,-0.027,109.686,4.446,4.358,4.154,4.003,3.908,4676.866
3226.75,8999.15,2.261,72.626,-0.065,111.122,6.316,5.515,5.243,4.988,4.884,4657.709
3226.875,8924.643,2.238,65.317,-0.1,112.049,5.753,5.556,5.31,5.054,4.951,4678.124
3227,8826.172,2.221,62.002,-0.104,113.299,6.849,6.899,6.507,6.131,5.954,4726.034
3227.125,8826.172,2.221,62.002,-0.104,113.299,8.168,8.469,7.893,7.37,7.101,4726.034
3227.25,8805.274,2.196,61.297,-0.13,113.568,9.577,10.418,9.575,8.858,8.45,4805.056
3227.375,8843.055,2.169,62.803,-0.169,113.083,9.722,10.433,9.564,8.862,8.435,4832.368
3227.5,8845.338,2.148,66.883,-0.204,113.054,9.658,9.833,9.01,8.388,7.987,4774.749
3227.625,8835.538,2.16,73.339,-0.161,113.179,8.69,8.647,7.951,7.454,7.119,4732.077
3227.75,8835.538,2.16,73.339,-0.161,113.179,5.392,5.244,4.936,4.734,4.578,4732.077
3227.875,8764.727,2.204,77.048,-0.059,114.094,4.439,4.304,4.081,3.943,3.837,4746.449
3228,8704.145,2.257,77.323,0.018,114.888,4.039,3.912,3.706,3.584,3.5,4751.741
3228.125,8715.546,2.274,75.745,0.035,114.738,4.285,4.058,3.822,3.682,3.599,4738.355
3228.25,8951.093,2.244,74.649,-0.042,111.718,4.856,4.644,4.292,4.101,4.003,4791.11
3228.375,9029.435,2.192,74.8,-0.127,110.749,5.086,4.885,4.484,4.267,4.166,4983.517
3228.5,9029.435,2.192,74.8,-0.127,110.749,5.111,4.899,4.5,4.277,4.181,4983.517
3228.625,8992.337,2.161,72.97,-0.195,111.206,4.998,4.763,4.399,4.185,4.099,5069.369
3228.75,9002.27,2.16,70.696,-0.189,111.083,5.356,5.144,4.752,4.507,4.418,5027.761
3228.875,8999.563,2.17,64.97,-0.188,111.117,6.035,5.779,5.3,4.998,4.895,4854.11
3229,9066.026,2.149,61.137,-0.247,110.302,7.058,6.876,6.211,5.811,5.662,4789.158
3229.125,9066.026,2.149,61.137,-0.247,110.302,8.198,8.219,7.287,6.763,6.549,4789.158
3229.75,8864.683,2.318,98.224,0.2,112.807,1.834,1.74,1.675,1.649,1.623,4451.018
3229.875,8864.683,2.318,98.224,0.2,112.807,1.792,1.653,1.591,1.564,1.537,4451.018
3230,8777.52,2.356,102.227,0.32,113.927,1.795,1.648,1.58,1.549,1.52,4227.971
3230.125,8754.283,2.374,104.035,0.34,114.23,1.771,1.677,1.6,1.566,1.533,4064.023
3230.25,8636.556,2.373,103.333,0.354,115.787,1.692,1.668,1.584,1.548,1.512,4077.741
3230.375,8654,2.384,102.331,0.323,115.553,1.678,1.647,1.566,1.53,1.496,4068.251
3230.5,8779.431,2.357,102.856,0.236,113.903,1.664,1.625,1.548,1.513,1.482,3930.995
3230.625,8779.431,2.357,102.856,0.236,113.903,1.656,1.61,1.536,1.502,1.473,3930.995
3230.75,8782.862,2.344,104.378,0.22,113.858,1.676,1.634,1.562,1.528,1.504,3838.123
3230.875,8738.195,2.337,106.374,0.209,114.44,1.694,1.652,1.581,1.548,1.528,3869.063
3231,8714.468,2.359,105.593,0.267,114.752,1.715,1.664,1.595,1.565,1.55,4090.348
3231.125,8595.725,2.368,100.221,0.247,116.337,1.766,1.695,1.628,1.599,1.592,4479.841
3231.25,8595.725,2.368,100.221,0.247,116.337,1.985,1.878,1.808,1.772,1.786,4479.841
3231.375,8406.604,2.349,89.958,0.182,118.954,2.321,2.296,2.198,2.143,2.173,4988.8
3231.5,8313.125,2.291,75.129,0.043,120.292,2.928,3.035,2.876,2.777,2.832,5331.152
3231.625,8303.917,2.197,62.442,-0.153,120.425,4.89,5.044,4.664,4.4,4.527,5319.186
3231.75,8357.871,2.11,52.021,-0.32,119.648,13.669,14.03,12.538,11.181,11.748,4990.261
3231.875,8403.263,2.055,47.586,-0.41,119.001,17.111,20.754,18.153,15.676,16.436,5000.53
3232,8403.263,2.055,47.586,-0.41,119.001,18.644,24.388,21.448,18.358,18.993,5000.53
3232.125,8385.653,2.038,41.802,-0.438,119.251,18.515,25.284,22.688,19.437,19.669,5261.507
3232.25,8441.212,2.046,36.764,-0.425,118.466,21.965,22.723,22.317,20.245,20.003,5355.745
3232.375,8622.682,2.059,36.49,-0.414,115.973,22.715,22.579,22.618,21.152,20.714,5446.054
3232.5,8854.173,2.072,36.883,-0.396,112.941,21.285,21.912,22.358,21.391,20.814,5486.544
3232.625,8854.173,2.072,36.883,-0.396,112.941,20.005,21.404,21.968,21.391,20.732,5486.544
3232.75,9099.106,2.085,37.661,-0.369,109.901,17.43,19.89,20.148,20.256,19.376,5476.322
3232.875,9168.541,2.105,41.951,-0.329,109.069,15.506,18.014,18.215,18.611,17.625,5415.214
3233,9093.083,2.13,50.306,-0.289,109.974,13.177,15.287,15.385,15.82,14.917,5278.786
3233.125,9114.682,2.168,64.263,-0.223,109.713,11.21,12.614,12.444,12.699,12.05,5041.242
3233.25,9147.851,2.227,80.524,-0.091,109.315,5.551,5.813,5.61,5.632,5.452,4805.241
3233.375,9147.851,2.227,80.524,-0.091,109.315,3.585,3.712,3.597,3.604,3.516,4805.241
3233.5,8922.892,2.3,95.116,0.119,112.071,2.296,2.343,2.287,2.291,2.253,4545.955
3233.625,8667.524,2.355,103.637,0.342,115.373,1.929,1.839,1.791,1.791,1.765,4350.031
3233.75,8600.522,2.371,107.461,0.447,116.272,1.643,1.522,1.47,1.453,1.429,4211.165
3233.875,8599.155,2.376,108.513,0.362,116.29,1.59,1.49,1.434,1.411,1.385,4105.53
3234,8599.155,2.376,108.513,0.362,116.29,1.554,1.485,1.419,1.391,1.364,4105.53
3234.125,8615.364,2.386,106.498,0.328,116.072,1.524,1.485,1.411,1.377,1.348,3979.328
3234.25,8672.425,2.397,104.392,0.33,115.308,1.467,1.436,1.364,1.325,1.294,3896.481
3234.375,8725.196,2.392,99.776,0.366,114.611,1.455,1.412,1.342,1.303,1.27,3882.863
3234.5,8742.436,2.384,99.935,0.341,114.385,1.476,1.43,1.357,1.314,1.279,3880.251
3234.625,8822.271,2.388,101.788,0.319,113.35,1.494,1.453,1.377,1.331,1.293,3915.841
3234.75,8822.271,2.388,101.788,0.319,113.35,1.502,1.477,1.399,1.351,1.31,3915.841
3234.875,8785.455,2.396,102.455,0.335,113.825,1.5,1.477,1.4,1.352,1.313,4016.635
3235,8637.056,2.396,101.618,0.314,115.78,1.503,1.477,1.401,1.354,1.316,4105.607
3235.125,8647.399,2.389,99.401,0.273,115.642,1.516,1.488,1.411,1.365,1.327,4149.625
3235.25,8745.746,2.389,97.674,0.274,114.341,1.551,1.482,1.409,1.367,1.335,4157.285
3235.375,8745.746,2.389,97.674,0.274,114.341,1.553,1.471,1.404,1.364,1.335,4157.285
3236,9281.905,2.265,50.8,-0.114,107.737,8.177,9.063,8.004,7.253,7.027,5378.047
3236.125,9281.905,2.265,50.8,-0.114,107.737,12.448,13.867,11.976,10.639,10.194,5378.047
3236.25,9534.079,2.197,42.976,-0.237,104.887,23.115,24.55,21.088,18.269,17.226,5899.844
3236.375,9738.767,2.161,40.467,-0.302,102.682,29.367,30.833,26.532,23.502,22.278,6049.241
3236.5,9883.044,2.169,37.509,-0.298,101.183,37.267,39.605,33.376,30.98,29.779,6032.917
3236.625,8238.56,2.19,35.903,-0.273,99.151,45.691,55.511,40.161,37.467,37.754,6001.133
3237,7974.91,2.235,38.25,-0.208,97.318,33.31,42.063,32.961,31.446,31.73,5895.886
3237.125,8138.05,2.283,42.031,-0.114,96.336,21.166,25.648,23.67,23.824,23.425,5799.542
3237.25,8673.83,2.32,46.85,-0.028,96.042,6.439,6.753,7.124,7.47,7.337,5631.614
3237.375,8886.79,2.343,53.336,0.057,97.557,5.557,5.312,5.516,5.716,5.637,5432.937
3237.5,8675.75,2.343,53.336,0.057,97.557,5.624,5.224,5.382,5.547,5.472,5432.937
3237.625,8068.5,2.342,59.439,0.089,99.323,6.087,5.797,5.966,6.148,6.055,5284.92
3237.75,9849.044,2.345,63.242,0.12,101.533,5.811,6.196,6.335,6.493,6.394,5180.314
3237.875,9731.546,2.343,63.514,0.102,102.759,5.316,5.686,5.779,5.894,5.815,5109.987
3238,9715.01,2.344,64.991,0.077,102.934,4.776,4.87,4.919,4.992,4.936,5007.998
3238.125,9720.847,2.348,66.732,0.063,102.872,4.337,4.371,4.385,4.432,4.387,4945.652
3238.25,9720.847,2.348,66.732,0.063,102.872,3.198,3.155,3.142,3.16,3.136,4945.652
3238.875,9074.822,2.387,86.522,0.31,110.195,2.883,2.846,2.77,2.762,2.714,4636.744
3239,9010.064,2.355,80.441,0.219,110.987,3.134,3.202,3.101,3.088,3.022,4727.498
3239.125,9094.134,2.33,74.977,0.157,109.961,3.224,3.345,3.235,3.214,3.137,4731.318
3239.25,9181.893,2.334,72.557,0.158,108.91,3.611,3.48,3.363,3.322,3.237,4791.987
3239.375,9262.278,2.349,71.504,0.173,107.965,3.882,3.657,3.525,3.468,3.38,4958.392
3239.5,9332.25,2.362,70.588,0.151,107.155,3.88,3.771,3.628,3.558,3.466,5049.041
3239.625,9332.25,2.362,70.588,0.151,107.155,3.808,3.818,3.671,3.589,3.497,5049.041
3239.75,9414.751,2.349,70.56,0.11,106.216,3.718,3.751,3.609,3.512,3.434,5051.186
3239.875,9581.021,2.334,72.637,0.097,104.373,3.837,3.796,3.651,3.546,3.473,4984.536
3240,9811.964,2.332,74.558,0.103,101.916,4.103,3.924,3.767,3.648,3.576,4944.368
3240.125,9982.71,2.342,73.45,0.11,100.173,4.062,3.916,3.764,3.643,3.574,4996.173
3240.25,9982.71,2.342,73.45,0.11,100.173,3.788,3.803,3.67,3.559,3.494,4996.173
3240.375,8174.78,2.353,70.276,0.121,98.944,4.04,4.005,3.863,3.741,3.671,5060.583
3240.5,7873.54,2.358,66.179,0.124,98.601,4.413,4.297,4.139,4.002,3.922,5061.308
3240.625,7395.65,2.362,64.506,0.127,99.388,4.629,4.516,4.349,4.205,4.112,5058.215
3240.75,7153.95,2.359,63.994,0.1,99.727,4.625,4.688,4.528,4.391,4.281,5102.598
3240.875,7040.4,2.359,63.328,0.09,99.678,4.748,4.793,4.637,4.506,4.381,5131.776
3241,7276.89,2.359,63.328,0.09,99.678,4.94,4.926,4.768,4.64,4.502,5131.776
3241.125,7444.47,2.368,62.1,0.094,99.773,5.189,5.106,4.943,4.813,4.659,5127.348
3241.25,7649.51,2.375,61.631,0.097,99.564,6.096,6.16,5.944,5.78,5.542,5174.01
3241.375,8085.77,2.376,61.299,0.087,98.565,6.706,6.757,6.512,6.329,6.044,5233.991
3241.5,8780.36,2.369,60.607,0.079,96.432,6.518,6.354,6.146,5.991,5.742,5260.207
3241.625,9349.85,2.375,60.991,0.106,93.736,6.063,5.917,5.744,5.616,5.402,5248.11
3241.75,9599.06,2.375,60.991,0.106,93.736,4.972,4.997,4.888,4.807,4.656,5248.11
3241.875,9222.26,2.401,65.194,0.147,91.906,4.636,4.58,4.495,4.431,4.306,5179.745
3242,8614.02,2.431,69.27,0.198,91.819,4.36,4.201,4.131,4.082,3.98,5084.732
3242.125,8181.17,2.436,70.577,0.204,94.01,4.601,4.525,4.436,4.376,4.266,5116.584
3242.25,8083.2,2.421,69.358,0.189,95.355,5.409,5.424,5.277,5.186,5.048,5257.795
3242.375,8471.9,2.421,69.358,0.189,95.355,5.558,5.387,5.237,5.14,5.012,5257.795
3242.5,9010.46,2.401,66.38,0.155,94.206,5.59,5.352,5.198,5.092,4.975,5390.557
3242.625,9388.84,2.396,62.311,0.145,92.705,5.486,5.415,5.252,5.13,5.021,5493.259
3242.75,9472.59,2.399,59.706,0.13,92.144,6.461,6.494,6.221,6.006,5.863,5525.402
3242.875,9366.04,2.399,57.208,0.12,93.136,6.788,6.805,6.474,6.219,6.066,5491.826
3243,9563.5,2.397,56.171,0.095,93.068,6.997,7.04,6.66,6.362,6.205,5434.555
3243.125,9900.39,2.397,56.171,0.095,93.068,7.164,7.223,6.792,6.451,6.288,5434.555
3243.25,10218.76,2.402,53.527,0.095,93.192,7.824,7.942,7.231,6.719,6.493,5397.528
3243.375,10345.35,2.42,52.704,0.12,94.932,8.415,8.618,7.66,7.006,6.715,5343.553
3243.5,10612.39,2.415,54.375,0.13,96.703,8.79,8.913,7.759,7.004,6.667,5239.357
3243.625,11022.34,2.381,58.777,0.107,98.452,8.254,8.323,7.192,6.469,6.136,5018.264
3243.75,11239.88,2.381,58.777,0.107,98.452,6.577,6.795,5.836,5.244,4.949,5018.264
3243.875,9922.899,2.345,62.347,0.093,100.777,5.546,5.626,4.874,4.401,4.163,4808.418
3244,9530.29,2.343,67.141,0.123,104.929,4.352,4.185,3.706,3.386,3.227,4638.709
3244.125,9208.527,2.363,78.803,0.168,108.595,2.913,2.764,2.517,2.351,2.26,4450.165
3244.25,9252.653,2.377,94.146,0.214,108.077,1.671,1.628,1.535,1.474,1.431,4319.358
3244.375,9178.59,2.378,104.367,0.199,108.949,1.66,1.589,1.497,1.436,1.392,4242.51
3244.5,9178.59,2.378,104.367,0.199,108.949,1.621,1.542,1.452,1.393,1.349,4242.51
3244.625,9150.495,2.368,108.536,0.198,109.284,1.564,1.49,1.404,1.348,1.304,4188.741
3244.75,9168.433,2.382,108.376,0.225,109.07,1.547,1.506,1.415,1.358,1.31,4132.247
3244.875,9099.744,2.397,107.448,0.312,109.893,1.567,1.527,1.433,1.374,1.324,4098.446
3245,9070.327,2.418,105.082,0.325,110.25,1.587,1.55,1.455,1.395,1.342,4130.091
3245.125,9070.327,2.418,105.082,0.325,110.25,1.595,1.558,1.464,1.404,1.35,4130.091
3245.25,9038.232,2.398,104.772,0.263,110.641,1.594,1.545,1.457,1.4,1.348,4260.009
3245.375,8984.145,2.364,104.182,0.203,111.307,1.685,1.624,1.53,1.469,1.412,4353.368
3245.5,8951.188,2.335,103.778,0.138,111.717,1.896,1.818,1.704,1.631,1.562,4342.7
3245.625,9052.559,2.335,104.863,0.17,110.466,1.87,1.823,1.713,1.641,1.574,4330.502
3245.75,9076.865,2.35,104.347,0.167,110.17,1.69,1.704,1.614,1.554,1.499,4337.638
3245.875,9076.865,2.35,104.347,0.167,110.17,1.742,1.707,1.621,1.564,1.51,4337.638
3246,9058.988,2.364,103.892,0.199,110.388,1.79,1.717,1.633,1.577,1.525,4458.659
3246.125,9010.251,2.372,104.212,0.224,110.985,1.771,1.707,1.628,1.574,1.525,4556.216
3246.25,8960.052,2.37,105.859,0.254,111.606,1.757,1.733,1.655,1.604,1.558,4498.213
3246.375,8901.018,2.362,106.707,0.249,112.347,1.756,1.731,1.656,1.607,1.563,4527.566
3246.5,8901.018,2.362,106.707,0.249,112.347,1.802,1.775,1.699,1.648,1.605,4527.566
3246.625,8862.812,2.362,104.993,0.251,112.831,1.84,1.809,1.732,1.681,1.638,4576.879
3246.75,8910.734,2.362,102.361,0.226,112.224,1.727,1.696,1.632,1.589,1.554,4466.18
3246.875,8934.228,2.369,101.099,0.206,111.929,1.655,1.637,1.579,1.54,1.509,4335.049
3247,8883.425,2.37,101.947,0.206,112.569,1.646,1.623,1.567,1.53,1.5,4240.012
3247.125,8843.406,2.372,103.009,0.214,113.079,1.618,1.588,1.535,1.501,1.472,4173.458
3247.25,8843.406,2.372,103.009,0.214,113.079,1.51,1.485,1.44,1.411,1.386,4173.458
3247.375,8836.357,2.377,103.336,0.208,113.169,1.525,1.502,1.455,1.426,1.399,4173.731
3247.5,8848.32,2.385,104.294,0.212,113.016,1.592,1.564,1.512,1.48,1.45,4248.581
3247.625,8863.621,2.39,106.577,0.196,112.821,1.635,1.599,1.542,1.507,1.477,4242.016
3247.75,8957.732,2.391,108.715,0.189,111.635,1.608,1.579,1.521,1.486,1.456,4207.938
3247.875,8928.627,2.386,106.852,0.205,111.999,1.54,1.511,1.456,1.423,1.395,4203.069
3248,8928.627,2.386,106.852,0.205,111.999,1.507,1.482,1.428,1.395,1.368,4203.069
3248.125,8882.226,2.376,103.695,0.216,112.584,1.507,1.491,1.435,1.4,1.373,4198.156
3248.25,8850.591,2.369,101.595,0.198,112.987,1.618,1.594,1.527,1.484,1.455,4189.022
3248.375,8777.689,2.367,101.513,0.205,113.925,1.581,1.522,1.459,1.419,1.393,4178.534
3248.5,8745.869,2.38,101.51,0.253,114.34,1.458,1.422,1.368,1.332,1.311,4154.965
3248.625,8745.869,2.38,101.51,0.253,114.34,1.346,1.326,1.279,1.249,1.23,4154.965
3248.75,8746.634,2.389,100.465,0.32,114.33,1.277,1.243,1.203,1.176,1.16,4117.248
3248.875,8745.808,2.384,97.364,0.287,114.34,1.368,1.323,1.278,1.248,1.229,4101.679
3249,8766.508,2.365,94.385,0.241,114.071,1.556,1.511,1.453,1.415,1.391,4172.2
3249.125,8809.734,2.343,92.553,0.219,113.511,1.713,1.668,1.598,1.553,1.523,4300.15
3249.25,8844.564,2.336,92.492,0.224,113.064,1.855,1.863,1.785,1.73,1.687,4355.524
3249.375,8844.564,2.336,92.492,0.224,113.064,1.922,1.931,1.849,1.791,1.742,4355.524
3249.5,8868.479,2.336,92.741,0.189,112.759,1.962,1.961,1.878,1.817,1.764,4341.314
3249.625,8829.819,2.341,92.481,0.157,113.253,1.903,1.89,1.812,1.756,1.703,4318.515
3249.75,8754.636,2.339,92.013,0.15,114.225,1.695,1.681,1.619,1.573,1.525,4305.073
3249.875,8647.332,2.346,91.277,0.17,115.643,1.647,1.641,1.571,1.526,1.481,4235.276
3250,8647.332,2.346,91.277,0.17,115.643,1.586,1.57,1.499,1.456,1.414,4235.276
3250.125,8529.803,2.365,90.495,0.208,117.236,1.492,1.462,1.394,1.355,1.318,4131.605
3250.25,8385.048,2.381,89.694,0.276,119.26,1.108,1.081,1.037,1.015,0.992,4032.494
3250.375,8210.329,2.39,88.894,0.34,121.798,0.988,0.964,0.925,0.904,0.887,3878.354
3250.5,8071.259,2.373,88.096,0.366,123.896,1.002,0.957,0.916,0.892,0.877,3785.316
3250.625,8010.856,2.308,87.332,0.241,124.831,1.029,0.975,0.928,0.901,0.887,3749.692
3250.75,8010.856,2.308,87.332,0.241,124.831,1.057,1.018,0.965,0.933,0.919,3749.692
3250.875,8010.503,2.255,87.894,0.175,124.836,1.08,1.046,0.993,0.957,0.943,3711.097
3251,8046.23,2.27,93.737,0.14,124.282,1.135,1.096,1.04,1.001,0.985,3724.171
3251.125,8235.977,2.324,86.543,0.195,121.419,1.506,1.409,1.312,1.239,1.216,3875.088
3251.25,8459.342,2.339,85.61,0.175,118.213,2.613,2.583,2.333,2.112,2.055,4073.18
3251.375,8459.342,2.339,85.61,0.175,118.213,2.85,3.095,2.794,2.547,2.456,4073.18
3251.5,8677.919,2.284,92.317,0.073,115.235,3.016,3.401,3.086,2.844,2.724,4356.349
3251.625,8792.979,2.246,90.256,-0.016,113.727,3.103,3.47,3.182,2.98,2.837,4510.252
3251.75,8841.437,2.25,87.726,0.01,113.104,2.644,2.562,2.443,2.37,2.27,4488.915
3252.125,8592.712,2.332,87.427,0.144,116.378,1.785,1.694,1.669,1.695,1.635,4476.582
3252.25,8429.003,2.32,87.268,0.127,118.638,2.379,2.319,2.247,2.279,2.194,4487.994
3252.375,8340.986,2.258,93.008,0.006,119.89,3.112,3.031,2.895,2.927,2.818,4458.217
3252.5,8329.044,2.191,95.331,-0.103,120.062,4.284,4.062,3.818,3.836,3.704,4413.326
3252.625,8383.382,2.182,84.131,-0.156,119.284,4.397,4.418,4.163,4.129,4.046,4407.595
3252.75,8422.258,2.201,82.891,-0.134,118.733,3.181,3.272,3.186,3.157,3.141,4553.375
3252.875,8422.258,2.201,82.891,-0.134,118.733,2.958,2.952,2.919,2.893,2.901,4553.375
3254.125,8163.045,2.187,69.155,-0.095,122.503,2.746,2.834,2.907,3.016,2.985,4443.538
3254.25,8163.045,2.187,69.155,-0.095,122.503,2.116,1.979,1.989,2.054,2.038,4443.538
3254.375,8126.52,2.259,68.38,0.028,123.054,1.958,1.809,1.794,1.839,1.828,4264.727
3254.5,8103.793,2.309,67.585,0.104,123.399,1.795,1.656,1.625,1.646,1.64,4113.55
3254.75,8138.948,2.353,66.007,0.152,122.866,1.654,1.564,1.513,1.507,1.506,3928.754
3254.875,8138.948,2.353,66.007,0.152,122.866,1.661,1.578,1.527,1.517,1.517,3928.754
3255,8162.406,2.365,65.224,0.2,122.513,1.704,1.632,1.579,1.563,1.565,3912.873
3255.125,8220.074,2.359,64.425,0.202,121.653,1.795,1.739,1.679,1.656,1.659,3922.785
3255.25,8270.19,2.342,63.63,0.178,120.916,2.085,2.067,2,1.955,1.962,3958.369
3255.375,8279.722,2.321,62.855,0.138,120.777,2.152,2.102,2.054,2.011,2.019,4079.1
3255.5,8318.582,2.298,62.062,0.097,120.213,2.344,2.244,2.219,2.184,2.197,4337.606
3255.625,8318.582,2.298,62.062,0.097,120.213,2.742,2.69,2.677,2.646,2.663,4337.606
3257.5,8773.631,2.372,100.089,0.281,113.978,1.594,1.548,1.528,1.528,1.537,4155.388
3257.625,8773.631,2.372,100.089,0.281,113.978,1.477,1.426,1.407,1.408,1.418,4155.388
3257.75,8644.955,2.375,101.568,0.284,115.674,1.329,1.289,1.268,1.268,1.28,4125.753
3257.875,8531.055,2.361,102.957,0.246,117.219,1.287,1.255,1.232,1.231,1.243,4103.851
3258,8427.021,2.362,104.203,0.223,118.666,1.27,1.246,1.22,1.219,1.232,4071.464
3258.125,8360.582,2.364,105.257,0.244,119.609,1.262,1.237,1.209,1.207,1.22,4011.193
3258.25,8338.656,2.369,105.857,0.277,119.923,1.254,1.226,1.193,1.188,1.202,3961.354
3258.375,8338.656,2.369,105.857,0.277,119.923,1.264,1.236,1.2,1.191,1.205,3961.354
3258.5,8346.36,2.371,104.49,0.31,119.813,1.268,1.239,1.201,1.188,1.201,3917.531
3258.625,8378.865,2.372,101.945,0.281,119.348,1.256,1.227,1.186,1.171,1.183,3858.504
3258.75,8411.724,2.378,99.331,0.281,118.882,1.213,1.194,1.152,1.133,1.14,3822.532
3259,8390.563,2.384,100.002,0.3,119.182,1.255,1.228,1.179,1.153,1.156,3819.827
3259.125,8390.563,2.384,100.002,0.3,119.182,1.315,1.286,1.23,1.197,1.2,3819.827
3259.25,8436.975,2.388,101.719,0.299,118.526,1.375,1.333,1.27,1.231,1.229,3818.96
3259.375,8549.12,2.388,103.021,0.31,116.971,1.33,1.288,1.228,1.191,1.187,3826.745
3259.5,8590.35,2.38,102.822,0.312,116.41,1.285,1.254,1.198,1.162,1.156,3838.67
3259.625,8560.229,2.371,102.293,0.313,116.819,1.284,1.259,1.203,1.166,1.158,3846.817
3259.75,8560.229,2.371,102.293,0.313,116.819,1.335,1.313,1.25,1.208,1.195,3846.817
3259.875,8509.936,2.363,102.178,0.348,117.51,1.353,1.331,1.267,1.224,1.208,3847.823
3260,8595.164,2.362,104.013,0.399,116.344,1.362,1.341,1.276,1.232,1.214,3855.358
3260.125,8690.219,2.371,105.941,0.394,115.072,1.351,1.332,1.268,1.225,1.206,3874.329
3260.25,8718.472,2.384,107.389,0.38,114.699,1.316,1.291,1.232,1.191,1.171,3901.159
3260.375,8742.825,2.395,106.188,0.327,114.38,1.297,1.263,1.207,1.168,1.148,3950.894
3260.5,8742.825,2.395,106.188,0.327,114.38,1.298,1.263,1.207,1.168,1.146,3950.894
3260.625,8771.846,2.397,105.521,0.338,114.001,1.315,1.284,1.227,1.188,1.163,3972.005
3260.75,8677.098,2.396,106.778,0.363,115.246,1.367,1.338,1.275,1.234,1.206,3968.192
3260.875,8619.151,2.387,109.059,0.41,116.021,1.333,1.295,1.236,1.198,1.17,3974.124
3261,8612.745,2.374,110.279,0.328,116.107,1.253,1.218,1.167,1.133,1.108,3928.058
3261.125,8612.745,2.374,110.279,0.328,116.107,1.197,1.169,1.123,1.091,1.068,3928.058
3261.25,8609.579,2.366,110.419,0.263,116.15,1.182,1.161,1.116,1.085,1.061,3880.168
3261.375,8615.224,2.362,108.644,0.257,116.074,1.191,1.167,1.123,1.092,1.068,3873.021
3261.5,8620.073,2.37,106.451,0.306,116.008,1.194,1.172,1.128,1.097,1.072,3900.508
3261.625,8610.246,2.375,104.473,0.299,116.141,1.202,1.181,1.137,1.105,1.081,3982.62
3261.75,8605.245,2.374,104.434,0.262,116.208,1.237,1.216,1.171,1.138,1.112,4054.843
3261.875,8605.245,2.374,104.434,0.262,116.208,1.263,1.244,1.197,1.163,1.136,4054.843
3262,8638.384,2.369,106.186,0.218,115.762,1.288,1.27,1.222,1.188,1.159,4087.724
3262.125,8624.936,2.369,108.699,0.194,115.943,1.309,1.289,1.241,1.206,1.177,4090.736
3262.25,8634.236,2.369,109.403,0.221,115.818,1.267,1.251,1.207,1.174,1.147,3954.16
3262.375,8640.892,2.366,108.519,0.26,115.729,1.247,1.227,1.185,1.155,1.129,3878.239
3262.5,8640.892,2.366,108.519,0.26,115.729,1.242,1.216,1.176,1.146,1.121,3878.239
3262.625,8685.169,2.364,106.826,0.324,115.139,1.251,1.22,1.18,1.15,1.125,3938.816
3262.75,8719.901,2.377,105.201,0.331,114.68,1.35,1.323,1.276,1.242,1.213,4029.991
3263.125,8805.274,2.412,104.156,0.295,113.568,1.391,1.378,1.329,1.294,1.263,4055.634
3263.25,8805.274,2.412,104.156,0.295,113.568,1.362,1.348,1.302,1.269,1.239,4055.634
3263.375,8832.486,2.408,105.54,0.267,113.218,1.371,1.348,1.302,1.269,1.24,4066.522
